Identifier,County,Precinct Name,Location Name,Address,City,Zip,Auth 1,Auth 2,,,,,,,,
865,Linn,Hiawatha 2,HIAWATHA COMMUNITY CENTER,101 EMMONS ST,HIAWATHA,52233,UTS38sBp,blnDEbwO,0,0,0,0,0,0,0,0
866,Linn,Hiawatha 3,KIRKWOOD REGIONAL CENTER ROOM 100,1770 BOYSON RD,HIAWATHA,52233,QGk4Upi9,SedXeaKZ,0,0,0,0,0,0,0,0
867,Linn,Hiawatha4,"KIRKWOOD REGIONAL CENTER, ROOM 208",1770 BOYSON RD,HIAWATHA,52233,iPNH2EfM,OOMLsiQo,0,0,0,0,0,0,0,0
868,Linn,Jackson,"CENTRAL CITY HIGH SCHOOL, COMMONS",400 BARBER ST,CENTRAL CITY,52214,sEQaLm9Y,RuhDejOI,0,0,0,0,0,0,0,0
869,Linn,Linn,"SLEEP INN, CORNELL ROOM",310 VIRGIL AVE,MOUNT VERNON,52314,0MIfvbb7,vpVCCUv2,0,0,0,0,0,0,0,0
870,Linn,Maine,"FALCON CIVIC CENTER, DINING HALL",137 N 4TH ST,CENTRAL CITY,52214,kRRbnecE,aMUN8h6L,0,0,0,0,0,0,0,0
871,Linn,Marion 01,"EMERSON LEARNING CENTER, GYM ","1400 10TH AVE
",MARION,52302,OI8GGWpJ,NJ9313xz,0,0,0,0,0,0,0,0
872,Linn,Marion 02,"MARION CITY HALL, CITY COUNCIL CHAMBERS",1225 6TH AVE,MARION,52302,TT1KUJMi,QCWYJ4N2,0,0,0,0,0,0,0,0
873,Linn,Marion 03,"VERNON MIDDLE SCHOOL:  	CAFETERIA",1350 4TH AVE,MARION,52302,pRq8bQ5q,Nxl0mxAS,0,0,0,0,0,0,0,0
874,Linn,Marion 04,"MARION HIGH SCHOOL, CAFETERIA",675 S 15TH ST,MARION,52302,0gdkHwXa,CLEgTqlq,0,0,0,0,0,0,0,0
875,Linn,Marion 05,"EXCELSIOR MIDDLE SCHOOL, CAFETERIA",3555 10TH ST,MARION,52302,SF8rWb0D,QxaIAvVs,0,0,0,0,0,0,0,0
876,Linn,Marion 06,"LONGFELLOW ELEMENTARY SCHOOL, GYM",2900 8TH AVE,MARION,52302,v4xW4iPS,ARKba6iV,0,0,0,0,0,0,0,0
877,Linn,Marion 07,"WILKINS ELEMENTARY SCHOOL, MULTI PURPOSE ROOM",2127 27TH ST,MARION,52302,y4mHThup,DXPxWOmT,0,0,0,0,0,0,0,0
878,Linn,Marion 08,"LINN GROVE ELEMENTARY SCHOOL, MULTI PURPOSE ROOM",2301 50TH ST,MARION,52302,iCGqPKmf,GKTc2X8q,0,0,0,0,0,0,0,0
879,Linn,Marion 09,"ASCENSION LUTHERAN CHURCH, FELLOWSHIP HALL",2210 GRAND AVE,MARION,52302,01Ie9axw,qXM0SSRE,0,0,0,0,0,0,0,0
880,Linn,Marion 10,"SQUAW CREEK PARK, RED CEDAR LODGE",1700 BIG BLUESTEM DR,MARION,52302,6AcQYWeo,fiNXk1Lh,0,0,0,0,0,0,0,0
881,Linn,Marion 11,"NOVAK ELEMENTARY, MULTIPURPOSE ROOM",401 29TH AVE,MARION,52302,9mFefaLP,Fdw3ucWm,0,0,0,0,0,0,0,0
882,Linn,Marion 12,"LOWE PARK, THE OAKS (RED & WHITE OAK ROOMS COMBINED)",4500 10TH ST,MARION,52302,eiPitz0A,QRc2z7yF,0,0,0,0,0,0,0,0
883,Linn,Marion 13,"OAK RIDGE MIDDLE SCHOOL, GYM",4901 ALBURNETT RD,MARION,52302,j771MeHF,6RGIGoDK,0,0,0,0,0,0,0,0
884,Linn,Marion 14,"OAK RIDGE MIDDLE SCHOOL, CAFETERIA",4901 ALBURNETT RD,MARION,52302,OFNhZPC8,Mg07gK0q,0,0,0,0,0,0,0,0
885,Linn,Marion township,"LINN COUNTY SOLID WASTE AGENCY, ENVIRONMENTAL EDUCATION CLASSROOM",1954 COUNTY HOME RD,MARION,52302,EAi2usJz,K9X0GxrY,0,0,0,0,0,0,0,0
886,Linn,Monroe 1,WICKIUP HILL LEARNING CENTER,10260 MORRIS HILLS RD,TODDVILLE,52341,nW2QuOnc,sdnh3UCl,0,0,0,0,0,0,0,0
887,Linn,Monroe 2,"VIOLA GIBSON ELEMENTARY SCHOOL, CAFETERIA",6101 GIBSON DR NE,CEDAR RAPIDS,52411,F6HfhTlX,eO3c8saV,0,0,0,0,0,0,0,0
888,Linn,Mount Vernon South,"CORNELL COLLEGE SMALL SPORTS COMPLEX, ARENA",835 1ST ST NW,MOUNT VERNON,52314,bLnGGiQj,P7ZF1IYM,0,0,0,0,0,0,0,0
889,Linn,Mount Vernon north,"MOUNT VERNON HIGH SCHOOL, COMMONS",731 PALISADES RD SW,MOUNT VERNON,52314,j6kEKznT,OuaCbkyQ,0,0,0,0,0,0,0,0
890,Linn,Otter Creek,"ALBURNETT HIGH SCHOOL, PIRATE HALL (CAFETERIA)",131 ROOSEVELT ST,ALBURNETT,52202,J0zNK8zT,wD6agqn7,0,0,0,0,0,0,0,0
891,Linn,Putnam,"PRAIRIE CREEK INTERMEDIATE SCHOOL, NORTH GYM",401 76TH AVE SW,CEDAR RAPIDS,52404,Tecnwhe4,glElDCWn,0,0,0,0,0,0,0,0
892,Linn,Robins,"KING OF KINGS LUTHERAN CHURCH, SANCTUARY",3275 NORTH CENTER POINT RD,CEDAR RAPIDS,52411,m8TT4IMh,lLRHFZbA,0,0,0,0,0,0,0,0
893,Linn,Spring Grove,"NORTH LINN HIGH SHOOL, CAFETERIA",3033 LYNX DR,TROY MILLS,52344,MLKiRSmz,l0ZJEIP9,0,0,0,0,0,0,0,0
894,Linn,Washington,"CENTER POINT-URBANA MIDDLE SCHOOL, MULTIPURPOSE ROOM",613 SUMMIT ST,CENTER POINT,52213,x8PfsZLe,8RxssCbh,0,0,0,0,0,0,0,0
895,Louisa,Columbus Junction,"ROUNDY ELEMENTARY SCHOOL, GYM",1212 COLTON ST,COLUMBUS JUNCTION,52738,YpxAjVP4,dllz51OA,0,0,0,0,0,0,0,0
896,Louisa,Grandview-Port Louisa,"L&M ELEMENTARY SCHOOL, GYM",14506 170TH ST,GRANDVIEW,52754,UJ9ZJQ3y,40egKHvz,0,0,0,0,0,0,0,0
897,Louisa,Morning Sun - Marshall,MORNING SUN ELEMENTARY SCHOOL,311 E DIVISION ST,MORNING SUN,52640,Uv0Om94U,X6flFhWx,0,0,0,0,0,0,0,0
898,Louisa,Southeast Louisa,"WAPELLO HIGH SCHOOL, AUDITORIUM",501 BUCHANAN AVE,WAPELLO,52653,ZETHP4hH,SBQcoNNe,0,0,0,0,0,0,0,0
899,Louisa,West Louisa,"ROUNDY ELEMENTARY SCHOOL, CAFETERIA",1212 COLTON ST,COLUMBUS JUNCTION,52738,dm6TJWhe,PSyrHjIs,0,0,0,0,0,0,0,0
900,Lucas,Chariton Precinct 1,"CHARITON HIGH SCHOOL, AUDITORIUM A",501 N GRAND ST,CHARITON,50049,v6IcajLs,vDoAj1Nr,0,0,0,0,0,0,0,0
901,Lucas,Chariton Precinct 2,"CHARITON HIGH SCHOOL, AUDITORIUM B",501 N GRAND ST,CHARITON,50049,oy9iGowY,9iTxfASz,0,0,0,0,0,0,0,0
902,Lucas,City of Russell- Cedar and Washington Townships,RUSSELL COMMUNITY CENTER A,106 W STANTON ST,RUSSELL,50238,T5zMBA4Y,yTyVlPqg,0,0,0,0,0,0,0,0
903,Lucas,Lucas,LUCAS COMMUNITY CENTER,110 E FRONT ST,LUCAS,50151,pcAhsFCo,ICJ6VR28,0,0,0,0,0,0,0,0
904,Lucas,Lucas-Extension Office Precinct,"CHARITON HIGH SCHOOL, AUDITORIUM STAGE",501 N GRAND ST,CHARITON,50049,6ASexVaN,SqlnFRHu,0,0,0,0,0,0,0,0
905,Lucas,Pine Oak Marsh,"CHARITON HIGH SCHOOL, LOBBY",501 N GRAND ST,CHARITON,50049,MTKJ4puZ,lkVj1LDJ,0,0,0,0,0,0,0,0
906,Lucas,Williamson,RUSSELL COMMUNITY CENTER B,106 W STANTON ST,RUSSELL,50238,gH9FutFi,Wb7y8gFP,0,0,0,0,0,0,0,0
907,Lyon,PCT 1 GEORGE,GEORGE SOUTH COMMUNITY ROOM A,117 S MAIN ST,GEORGE,No data,R7hqBFou,9k263poY,0,0,0,0,0,0,0,0
908,Lyon,PCT 2 DOON,INWOOD CITY HALL A,103 S MAIN ST,INWOOD,No data,n3hEsvcU,0KpUXHUN,0,0,0,0,0,0,0,0
909,Lyon,PCT 3 INWOOD,INWOOD CITY HALL B,103 S MAIN ST,INWOOD,No data,rWhXN38V,iJLldlHZ,0,0,0,0,0,0,0,0
910,Lyon,PCT 4 LARCHWOOD,LARCHWOOD RECREATION CENTER A,1138 BROADWAY ST,LARCHWOOD,No data,XzODVwuu,w1ff6Xmn,0,0,0,0,0,0,0,0
911,Lyon,PCT 5 LESTER,LARCHWOOD RECREATION CENTER B,1138 BROADWAY ST,LARCHWOOD,No data,siQag2lt,jNs9kXyD,0,0,0,0,0,0,0,0
912,Lyon,PCT 6 LITTLE ROCK,GEORGE SOUTH COMMUNITY ROOM B,117 S MAIN ST,GEORGE,No data,jUfh5thc,AdcP2QwR,0,0,0,0,0,0,0,0
913,Lyon,PCT 7 ROCK RAPIDS,FORSTER COMMUNITY CENTER A,405 S 2ND AVE,ROCK RAPIDS,No data,ffVgdVRF,MteTLWvm,0,0,0,0,0,0,0,0
914,Lyon,PCT 8 ROCK RAPIDS,FORSTER COMMUNITY CENTER B,405 S 2ND AVE,ROCK RAPIDS,No data,zcqJhjlf,PNrvxACj,0,0,0,0,0,0,0,0
915,Madison,Grand River-Monroe-Webster,WRC HALL,110 W SOUTH ST,MACKSBURG,50155,Mgj0cE9A,SGNnA2bh,0,0,0,0,0,0,0,0
916,Madison,Jackson-Douglas-Lincoln,"MADISON CO FAIR GROUNDS, COMMUNITY BLDG",1146 W SUMMIT ST ,WINTERSET,50273,ZmrzBro1,bqJzvAv0,0,0,0,0,0,0,0,0
917,Madison,Jefferson-Lee,UNION STATE BANK - COMMUNITY ROOM ,611 W HWY 92,WINTERSET,50273,bFPWKIUS,T1PIc9eE,0,0,0,0,0,0,0,0
918,Madison,Penn-Madison,"EARLHAM COMMUNITY BUILDING, GREAT RM",150 E 1ST ST,EARLHAM,50072,7PpRjzmx,UYQOJDfY,0,0,0,0,0,0,0,0
919,Madison,South,ST. CHARLES PARISH,305 W MAIN ST,ST. CHARLES,50240,TnbUEqoP,MY5vY4uE,0,0,0,0,0,0,0,0
920,Madison,Union-Crawford-Scott,PATTERSON COMMUNITY ROOM,150 LONG ST,PATTERSON,50218,XJBBN7pZ,jxT3H2B4,0,0,0,0,0,0,0,0
921,Madison,Walnut-Ohio,"INTERSTATE 35 COMMUNITY SCHOOL, GYM",405 E NORTH ST,TRURO,50257,bLzOsrlL,J75t9b1g,0,0,0,0,0,0,0,0
922,Madison,Winterset 1,"WINTERSET MIDDLE SCHOOL, CAFETERIA",706 W SCHOOL ST,WINTERSET,50273,kjULnvt8,AZ8R8w37,0,0,0,0,0,0,0,0
923,Madison,Winterset 2,"WINTERSET MIDDLE SCHOOL, GYM",706 W SCHOOL ST ,WINTERSET,50273,CahI3CoO,i8X4qP83,0,0,0,0,0,0,0,0
924,Mahaska,ADAMS - MONROE - PLEASANT GROVE - UNION,"NORTH MAHASKA ELEMENTARY SCHOOL, LIBRARY",2163 135TH ST,NEW SHARON,50207,fRGZuN4n,IbbeGPQE,0,0,0,0,0,0,0,0
925,Mahaska,BLACK OAK SCOTT,LEIGHTON COMMUNITY HALL,306 OTLEY ST,LEIGHTON,50143,mVJEEpRF,A2kl6Fxq,0,0,0,0,0,0,0,0
926,Mahaska,CEDAR - HARRISON - WHITE OAK,"FREMONT ELEMENTARY SCHOOL, CAFETERIA",525 E MAIN ST,FREMONT,52561,8qBjsL4k,1aiBaAmL,0,0,0,0,0,0,0,0
927,Mahaska,E&W DES MOINES - JEFFERSON,"OSKALOOSA ELEMENTARY SCHOOL, CAFETERIA A",1801 ORCHARD AVE,OSKALOOSA,52577,RwW4thyq,B8DbNfLo,0,0,0,0,0,0,0,0
928,Mahaska,GARFIELD-LINCOLN-MADISON,"OSKALOOSA HIGH SCHOOL, LIBRARY",1816 N 3RD ST,OSKALOOSA,52577,ElUzk34T,Dl3HQqjF,0,0,0,0,0,0,0,0
929,Mahaska,OSKALOOSA WARD 1,"WILLIAM PENN UNIVERSITY, STUDENT UNION",201 W TRUEBLOOD AVE,OSKALOOSA,52577,jmYKvUdD,sJ7PjbHX,0,0,0,0,0,0,0,0
930,Mahaska,OSKALOOSA WARD 2,"OSKALOOSA ELEMENTARY SCHOOL, CAFETERIA B",1801 ORCHARD AVE,OSKALOOSA,52577,rppPT4rY,rwsJEeyf,0,0,0,0,0,0,0,0
931,Mahaska,OSKALOOSA WARD 3 - UNIVERSITY PARK,"OSKALOOSA MIDDLE SCHOOL, LIBRARY",1704 N 3RD ST,OKALOOSA,52577,bu8kcREI,NE6aF0Nr,0,0,0,0,0,0,0,0
932,Mahaska,OSKALOOSA WARD 4,"OSKALOOSA HIGH SCHOOL, CAFETERIA",1816 N 3RD ST,OSKALOOSA,52577,HjNLljed,tezvtvRz,0,0,0,0,0,0,0,0
933,Mahaska,PRAIRIE - RICHLAND,"NORTH MAHASKA ELEMENTARY SCHOOL, GYM",2163 135TH ST,NEW SHARON,50207,CnRMl0hB,AYtpCwsx,0,0,0,0,0,0,0,0
934,Mahaska,SPRING CREEK,MAHASKA COUNTY ENVIRONMENTAL LEARNING CENTER,2342 HIGHWAY 92,OSKALOOSA,52577,dUBPLE4b,ONlxJh4P,0,0,0,0,0,0,0,0
935,Marion,Clay,HARVEY COMMUNITY CENTER,300 MAIN ST,HARVEY,50119,jWmKr1LV,DmmhSjdf,0,0,0,0,0,0,0,0
936,Marion,Dallas,"MELCHER-DALLAS ELEMENTARY SCHOOL, CAFETERIA",1003 PARK ST.,MELCHER-DALLAS,50062,DO0iAT34,OjjOSG4W,0,0,0,0,0,0,0,0
937,Marion,Indiana Township,PERSHING COMMUNITY CENTER,1766 179TH PL,PERSHING,50138,yGfXOWJ7,8aflCuWd,0,0,0,0,0,0,0,0
938,Marion,Knoxville 1,"NORTHSTAR ELEMENTARY SCHOOL, GYM",407 W LARSON ST,KNOXVILLE,50138,kQulMJ0N,oMS6OJ1g,0,0,0,0,0,0,0,0
939,Marion,Knoxville 2,KNOXVILLE PUBLIC LIBRARY,213 E MONTGOMERY ST,KNOXVILLE,50138,Eo78udR6,uhGocali,0,0,0,0,0,0,0,0
940,Marion,Knoxville 3,"WEST ELEMENTARY SCHOOL, GYM A",306 S PARK LN,KNOXVILLE,50138,gq8O1NJW,aMpREsj6,0,0,0,0,0,0,0,0
941,Marion,Knoxville 4,GOOD SHEPHERD LUTHERAN CHURCH,1506 S ATTICA RD,KNOXVILLE,50138,tFVXZ3Sy,Snwb3nvG,0,0,0,0,0,0,0,0
942,Marion,Knoxville Township,"ISU MARION COUNTY EXTENSION AND OUTREACH, GYM B",210 N IOWA ST,KNOXVILLE,50138,GeTqM6JJ,PYYqq59n,0,0,0,0,0,0,0,0
943,Marion,Lake Prairie Township,"GRAHAM 1, CENTRAL COLLEGE",812 UNIVERSITY ST,PELLA,50219,OwmF3LjH,ZDCDUiQP,0,0,0,0,0,0,0,0
944,Marion,Liberty,TWIN CEDARS HIGH SCHOOL,2204 HIGHWAY G71,BUSSY,50044,P1bdhDX2,lD2rHESE,0,0,0,0,0,0,0,0
945,Marion,Otley,OLD OTLEY SCHOOL,215 SUMMIT ST,OTLEY,50214,LpLEDg3j,kB2VkC5X,0,0,0,0,0,0,0,0
946,Marion,Pella 1,"MAYTAG STUDENT CENTER, CENTRAL COLLEGE",415 BROADWAY ST,PELLA,50219,cZF99fyZ,vClKO6fR,0,0,0,0,0,0,0,0
947,Marion,Pella 2,"MAYTAG STUDENT CENTER: VANEMMERICK THEATER, CENTRAL COLLEGE",415 BROADWAY ST,PELLA,50219,sFDVM4Np,TvNUAjZC,0,0,0,0,0,0,0,0
948,Marion,Pella 3,"COX-SNOW MUSIC HALL: RECITAL HALL, CENTRAL COLLEGE",814 UNIVERSITY ST,PELLA,50219,FfFAYpZs,bwjkKrnk,0,0,0,0,0,0,0,0
949,Marion,Pella 4,"BANQUET ROOM, GRAHAM CONF CENTER, CENTRAL COLLEGE",812 UNIVERSITY ST,PELLA,50219,Wm3gDu6C,1IaR0TsK,0,0,0,0,0,0,0,0
950,Marion,Pleasantville,"PLEASANTVILLE HIGH SCHOOL, CAFETERIA",415 JONES ST,PLEASANTVILLE,50226,y0ilY4e6,jqBk5NQK,0,0,0,0,0,0,0,0
951,Marion,Washington Township,COLUMBIA COMMUNITY CENTER,1032 VIRGINIA ST,COLUMBIA,50067,E3lqH0Zj,uPch16GU,0,0,0,0,0,0,0,0
952,Marshall,BANGOR/LISCOMB,LISCOMB FIRE DEPARTMENT,114 MAIN ST,LISCOMB,50148,7UFwwFPp,izPvXUFK,0,0,0,0,0,0,0,0
953,Marshall,EDEN / LOGAN,MELBOURNE FIRE DEPARTMENT,25 MAIN ST,MELBOURNE,50162,w2QShYzZ,4ScpUcZo,0,0,0,0,0,0,0,0
954,Marshall,GREEN CASTLE,"EAST MARSHALL MIDDLE SCHOOL, CAFETERIA",225 S ELM ST,GILMAN,50106,AHyQ9NSf,xqXXo9xA,0,0,0,0,0,0,0,0
955,Marshall,JEFFERSON,LAUREL UNITED METHODIST CHURCH,209 S MAIN ST,LAUREL,50141,8V1191dH,n9tPEml3,0,0,0,0,0,0,0,0
956,Marshall,LEGRAND,LE GRAND AREA COMMUNITY CENTER,206 N VINE ST,LE GRAND,50142,gO9yd3MA,IcCHd1p2,0,0,0,0,0,0,0,0
957,Marshall,LIBERTY / MINERVA,CLEMONS FIRE STATION,202 BEVIN ST,CLEMONS,50051,dIyOE5sX,J1xB4EzY,0,0,0,0,0,0,0,0
958,Marshall,MARIETTA / WASHINGTON,"WEST MARSHALL HIGH SCHOOL, LUNCHROOM",601 3RD ST NW,STATE CENTER,50247,gSiXo3GO,oSLpODM3,0,0,0,0,0,0,0,0
959,Marshall,MARION / VIENNA,"GREEN MOUNTAIN-GARWIN ELEMENTARY SCHOOL, CAFETERIA",1710 WALLACE AVE,GREEN MOUNTAIN,50632,a7OUqFym,Mi3l6enM,0,0,0,0,0,0,0,0
960,Marshall,MARSHALLTOWN 1-1,"WOODBURY ELEMENTARY SCHOOL, GYM",8 N 7TH ST,MARSHALLTOWN,50158,jy9P8fti,XVTuS3Ub,0,0,0,0,0,0,0,0
961,Marshall,MARSHALLTOWN 1-2,MARSHALLTOWN PUBLIC LIBRARY ,105 W BOONE ST,MARSHALLTOWN,50158,Vh2wPNvS,bRNcR9k6,0,0,0,0,0,0,0,0
962,Marshall,MARSHALLTOWN 2-1,THE MIDNIGHT BALLROOM,1700 S CENTER ST,MARSHALLTOWN,50158,wZRJtztx,6BDXWnZ5,0,0,0,0,0,0,0,0
963,Marshall,MARSHALLTOWN 2-2,"FRANKLIN ELEMENTARY SCHOOL, GYM",1315 W MAIN ST,MARSHALLTOWN,50158,xaEekx5s,XyTM8hZC,0,0,0,0,0,0,0,0
964,Marshall,MARSHALLTOWN 3-1,"LENIHAN MIDDLE SCHOOL, CAFETERIA",212 W INGLEDUE ST,MARSHALLTOWN,50158,HRobGNfj,F8lMMGsC,0,0,0,0,0,0,0,0
965,Marshall,MARSHALLTOWN 3-2,"FISHER ELEMENTARY SCHOOL, GYM",2001 S 4TH ST,MARSHALLTOWN,50158,spU1iLPn,colsisCQ,0,0,0,0,0,0,0,0
966,Marshall,MARSHALLTOWN 4-1,"ANSON ELEMENTARY SCHOOL, GYM",1016 S 3RD AVE,MARSHALLTOWN,51058,jXSMGoZo,Gu0KIaeS,0,0,0,0,0,0,0,0
967,Marshall,MARSHALLTOWN 4-2,"MARSHALLTOWN COMMUNITY COLLEGE, DEJARDIN HALL",3700 S CENTER ST,MARSHALLTOWN,50158,RzEGjclA,bbLJCk0Y,0,0,0,0,0,0,0,0
968,Marshall,STATE CENTER,"WEST MARSHALL HIGH SCHOOL, AUDITORIUM",601 3RD ST NW,STATE CENTER,50247,THfmCxyC,Aab5vPF4,0,0,0,0,0,0,0,0
969,Marshall,TAYLOR,ALBION LIBRARY,400 N MAIN ST,ALBION,50005,JOoPHkh7,8oteh09R,0,0,0,0,0,0,0,0
970,Marshall,TIMBER CREEK,MARSHALLTOWN COMMUNITY COLLEGE  608-610,3700 S CENTER ST,MARSHALLTOWN,50158,R8pCafci,9WcscGq9,0,0,0,0,0,0,0,0
971,Mills,Deer Creek/White Cloud,EMERSON COMMUNITY BUILDING A,711 MORTON AVE,EMERSON,51533,tJiUy2O7,MxPEfmAM,0,0,0,0,0,0,0,0
972,Mills,Emerson/Hastings/Indian Creek,EMERSON COMMUNITY BUILDING B,711 MORTON AVE,EMERSON,51533,uizv8d1H,XWOMUFs8,0,0,0,0,0,0,0,0
973,Mills,Glenwood Township,GLENWOOD COMMUNITY MIDDLE SCHOOL ROOM 103,400 SIVERS RD,GLENWOOD,51534,Ktgx2Qp2,dIgqpctX,0,0,0,0,0,0,0,0
974,Mills,Glenwood Ward 1,GLENWOOD COMMUNITY MIDDLE SCHOOL ROOM 102,400 SIVERS RD,GLENWOOD,51534,lpV9nhoR,DTUbKAZ3,0,0,0,0,0,0,0,0
975,Mills,Glenwood Ward 2,GLENWOOD COMMUNITY MIDDLE SCHOOL ROOM 110,400 SIVERS RD,GLENWOOD,51534,BLpGWgIm,cj3N01X6,0,0,0,0,0,0,0,0
976,Mills,Glenwood Ward 3,GLENWOOD COMMUNITY MIDDLE SCHOOL ROOM EAST HALLWAY,400 SIVERS RD,GLENWOOD,51534,vQktXdLc,J1OggaFW,0,0,0,0,0,0,0,0
977,Mills,Henderson/Anderson,HENDERSON CITY HALL - COMMUNITY ROOM ,310 MAPLE ST,HENDERSON ,51541,VF9tyJwJ,ScSU9nAv,0,0,0,0,0,0,0,0
978,Mills,Malvern/Tabor/Center Twp/Rawles Twp/Silver Creek,EAST MILLS HIGH SCHOOL,1505 E 15TH ST,MALVERN,51551,QmtmKSPs,A2djUh5f,0,0,0,0,0,0,0,0
979,Mills,Oak/St. Mary,SAINT JOHN LUTHERAN CHURCH,605 MAIN ST,MINEOLA,51554,mlawcsei,IquNwSq8,0,0,0,0,0,0,0,0
980,Mills,Pacific Junction/Lyons/Platville,GLENWOOD LIBRARY,109 N VINE ST,GLENWOOD,51534,naPwwK1l,3H9kEGDK,0,0,0,0,0,0,0,0
981,Mills,Silver City/Ingraham,SILVER CITY COMMUNITY BUILDING,417 MAIN ST,SILVER CITY,51571,XFSjWrUG,zMueuyZ1,0,0,0,0,0,0,0,0
982,Mitchell,Mitchell 10,MITCHELL CITY HALL,125 E VAN BUREN,MITCHELL,50461,LzUqqDy7,5C9DJ5eq,0,0,0,0,0,0,0,0
983,Mitchell,Mitchell 11,"OWEN NATURE CENTER, WEST END A",18793 HWY 9 ,OSAGE,50461,uahmjC3X,ivlTnbJ0,0,0,0,0,0,0,0,0
984,Mitchell,Mitchell 12,"OWEN NATURE CENTER, WEST END B",18793 HWY 9,OSAGE,50461,c2RrYgXs,etBQVVNS,0,0,0,0,0,0,0,0
985,Mitchell,Mitchell 5,RICEVILLE CITY HALL,123 W MAIN ST,RICEVILLE,50466,irQzsvck,jgFEWlXG,0,0,0,0,0,0,0,0
986,Mitchell,Mitchell 6,RICEVILLE LIBRARY,307 WOODLAND AVE,RICEVILLE,50466,AO5aHNmw,QFAHtvqM,0,0,0,0,0,0,0,0
987,Mitchell,Mitchell 7,STACYVILLE LIBRARY,106 N BROAD ST,STACYVILLE,50476,z3DcKpkB,SojJYpP9,0,0,0,0,0,0,0,0
988,Mitchell,Mitchell 8,CARPENTER COMMUNITY CENTER,No data,CARPENTER,50426,QQ82ckGh,JJjkOZcX,0,0,0,0,0,0,0,0
989,Mitchell,Mitchell 9,"SOUTH SQUARE GYMNASIUM, ROOM 101",202 S WASHINGTON ST,ST ANSGAR,50472,yervyYIP,Q9uiexB8,0,0,0,0,0,0,0,0
990,Mitchell,OSAGE 01,"LINCOLN ELEMENTARY SCHOOL, CAFETERIA",515 CHASE ST,OSAGE,50461,W1jo4ab1,WI2fdJ9F,0,0,0,0,0,0,0,0
991,Mitchell,OSAGE 02,"LINCOLN ELEMENTARY SCHOOL, GYM",515 CHASE ST,OSAGE,50461,OzNkYY1c,RvIM3xsi,0,0,0,0,0,0,0,0
992,Mitchell,OSAGE 03,AMERICAN LEGION A,504 MAIN ST,OSAGE,50461,eSwUXwEK,Uo7T1pSh,0,0,0,0,0,0,0,0
993,Mitchell,OSAGE 04,AMERICAN LEGION B,504 MAIN ST,OSAGE,50461,SMkpGw6D,Jo5vEhg6,0,0,0,0,0,0,0,0
994,Monona,ASHTON BELVIDERE KENNEBEC LINCOLN FRANKLIN TURIN,THE MONONA COUNTY ARBORETUM,318 E IOWA AVE,ONAWA,51040,hx13GGF7,Ya17wiUp,0,0,0,0,0,0,0,0
995,Monona,CASTANA CENTER JORDAN,CASTANA LEGION HALL AND COMMUNITY CENTER,113 THIRD ST,CASTANA,51010,8tf23nsO,nnXETmHt,0,0,0,0,0,0,0,0
996,Monona,COOPER MAPLE MAPLETON,THE MAPLETON COMMUNITY CENTER,511 MAIN ST,MAPLETON,51034,D11tOVgq,pMGyyxrZ,0,0,0,0,0,0,0,0
997,Monona,FAIRVIEW GRANT LAKE RODNEY WEST FORK WHITING,WHITING COMMUNITY CENTER,605 WHITTIER ST,WHITING,51063,RsGxBGkt,aVTxKm7F,0,0,0,0,0,0,0,0
998,Monona,MOORHEAD SOLDIER SOLDIER CITY SPRING VALLEY WILLOW,THE SOLDIER COMMUNITY BUILDING,113 1ST ST,SOLDIER,51572,aftjMYHn,fgaNj0b3,0,0,0,0,0,0,0,0
999,Monona,ONAWA Ward 1,MONONA COUNTY COURTHOUSE,610 IOWA AVE,ONAWA,51040,vOnhXyBu,CvaNuHB1,0,0,0,0,0,0,0,0
1000,Monona,ONAWA Ward 2- NE Franklin,ONAWA CITY COMMUNITY CENTER B,320 10TH ST,ONAWA,51040,lHwmeHnq,ctyHxqCA,0,0,0,0,0,0,0,0
1001,Monona,ONAWA Ward 3,ONAWA CITY COMMUNITY CENTER C,320 10TH ST,ONAWA,51040,HmUieGMm,jB6ixEHf,0,0,0,0,0,0,0,0
1002,Monona,ONAWA Ward 4,ONAWA PUBLIC LIBRARY,707 IOWA AVE,ONAWA,51040,3LVmJtUs,2xh74b4F,0,0,0,0,0,0,0,0
1003,Monona,SHERMAN SE FRANKLIN BLENCOE SIOUX,BLENCOE COMMUNITY CENTER,413 MAIN ST,BLENCOE,51523,R4GucSiC,qUAUbzw2,0,0,0,0,0,0,0,0
1004,Monona,ST CLAIR UTE,UTE TOWN AND COUNTRY CLUB,313 MONONA AVENUE,UTE,51060,sjjKaBbp,NBXvtgX5,0,0,0,0,0,0,0,0
1005,Monroe,CTHSE - Monroe Precinct 5,"LINCOLN CENTER, GYM",222 N 2ND ST,ALBIA,52531,u8jp5L0B,tqcQEaOJ,0,0,0,0,0,0,0,0
1006,Monroe,LOVILIA - Monroe Precinct 6,LOVILIA COMMUNITY CENTER,608 W 17TH ST,LOVILIA,50150,NpEpXIkf,yTUsI7kY,0,0,0,0,0,0,0,0
1007,Monroe,MELROSE - Monroe Precinct 7,"LINCOLN CENTER, ROOM 6",222 N 2ND ST,ALBIA,52531,7s8M8zEA,ndeFsXRh,0,0,0,0,0,0,0,0
