Identifier,County,Precinct Name,Location Name,Address,City,Zip,Auth 1,Auth 2,,,,,,,,
1395,Scott,(PV) Pleasant Valley,PLEASANT VALLEY JUNIOR HIGH SCHOOL,3501 WISCONSIN ST.,LE CLAIRE,52753,ZGBT76hF,qVtSbR1b,0,0,0,0,0,0,0,0
1396,Scott,(RV) City of Riverdale,"RIVERDALE HEIGHTS ELEMENTARY SCHOOL, CLASSROOM",2125 DEVILS GLEN RD,BETTENDORF,52722,OwsI5VXW,oVfvz13P,0,0,0,0,0,0,0,0
1397,Scott,(WC) Walcott Precinct,"WALCOTT INTERMEDIATE, SMALL GYM",545 E JAMES ST,WALCOTT,52773,5RJgqEcM,LID7d34v,0,0,0,0,0,0,0,0
1398,Scott,(WF) Winfield Township,"NORTH SCOTT HIGH SCHOOL, COMMONS D",200 S. 1ST ST.,ELDRIDGE,52748,UmAstlpS,8sy7JiB7,0,0,0,0,0,0,0,0
1399,Shelby,Cass-Center-Jackson-Lincoln,"SHELBY COUNTY CHAMBER OF COMMERCE, ATRIUM",1901 HAWKEYE AVE,HARLAN,51537,OH06uD8q,PtJzWZFU,0,0,0,0,0,0,0,0
1400,Shelby,Clay-Monroe,ELK HORN TOWN HALL,4212 MAIN ST,ELK HORN,51531,My61VPnv,VTgLidlA,0,0,0,0,0,0,0,0
1401,Shelby,Douglas-Greeley-Jefferson-Polk,KIRKMAN COMMUNITY HALL,106 STATE ST,KIRKMAN,51447,8npO9zOG,q4KXSrLt,0,0,0,0,0,0,0,0
1402,Shelby,Fairview-Shelby,SHELBY COMMUNITY CENTER,500 EAST ST,SHELBY,51570,VZ7QXGcn,rq3jcqvX,0,0,0,0,0,0,0,0
1403,Shelby,Grove-Union-Washington-Westphalia,ST. JOSEPH'S PARISH HALL,212 2ND ST,EARLING,51530,BSPBvBpK,LdvXOf0d,0,0,0,0,0,0,0,0
1404,Shelby,Harlan 1,THERKILDSON CENTER A,706 VICTORIA ST,HARLAN,51537,wNvkcl4Y,XlEEvzbf,0,0,0,0,0,0,0,0
1405,Shelby,Harlan 2,THERKILDSON CENTER B,706 VICTORIA ST,HARLAN,51537,mvcDhMNG,P0PobwRp,0,0,0,0,0,0,0,0
1406,Shelby,Harlan 3,THERKILDSON CENTER C,706 VICTORIA ST,HARLAN,51537,vcY9iqB1,axy6iZgQ,0,0,0,0,0,0,0,0
1407,Shelby,Harlan 4,THERKILDSON CENTER D,706 VICTORIA ST,HARLAN,51537,Grl5Cvci,uoTQNAdR,0,0,0,0,0,0,0,0
1408,Sioux,Alton/Nassau/East Orange,ALTON PUBLIC LIBRARY,605 W 10TH ST,ALTON,51003,8Ln9trVp,RNwJAvXN,0,0,0,0,0,0,0,0
1409,Sioux,Floyd/Lynn,ORANGE CITY LIBRARY A,112 ALBANY AVE SE,ORANGE CITY,51041,djpTGSOo,g0AkJSc5,0,0,0,0,0,0,0,0
1410,Sioux,Grant/Sheridan,DEMCO COMMUNITY CENTER,714 MAIN ST,BOYDEN,51234,1KxHH63v,ZdoF0Lef,0,0,0,0,0,0,0,0
1411,Sioux,HW/BC/LG/WA/EG S,HAWARDEN COMMUNITY ROOM A,1198 CENTRAL AVE,HAWARDEN,51023,dVMD5Cbq,8WJhFLRG,0,0,0,0,0,0,0,0
1412,Sioux,Lincoln,HULL PUBLIC LIBRARY,1408 MAIN ST,HULL,51239,3IqM7WD6,miByOxFU,0,0,0,0,0,0,0,0
1413,Sioux,OC 1/Holland West,ORANGE CITY LIBRARY B,112 ALBANY AVE SE,ORANGE CITY,51041,wybp2Ghv,mktHX5wA,0,0,0,0,0,0,0,0
1414,Sioux,OC2/Holland E/NS 4-9,IOWA STATE BANK A,105 ALBANY AVE SE,ORANGE CITY,51041,Y53yxHqK,gw0aEQcS,0,0,0,0,0,0,0,0
1415,Sioux,PL/GF/ST/SX/EG N,PARK VIEW EVENT CENTER B,1304 10TH ST,ROCK VALLEY,51247,qQYLPwez,3n0UGVmh,0,0,0,0,0,0,0,0
1416,Sioux,Reading/Center South,HAWARDEN COMMUNITY ROOM B,1198 CENTRAL AVE,HAWARDEN,51023,iVIhIQY6,o7aiPlu1,0,0,0,0,0,0,0,0
1417,Sioux,Rock Valley East,PARK VIEW EVENT CENTER D,1304 10TH ST,ROCK VALLEY,51247,3TFd66F8,pAhsNJNw,0,0,0,0,0,0,0,0
1418,Sioux,Rock Valley West/Rock,PARK VIEW EVENT CENTER C,1304 10TH ST,ROCK VALLEY,51247,Lbs1jUBE,XYvB9lzq,0,0,0,0,0,0,0,0
1419,Sioux,SCN/Capel/Welcome,ALL SEASONS CENTER B,770 7TH ST NE,SIOUX CENTER,51250,fRAmra0G,odyPs3n5,0,0,0,0,0,0,0,0
1420,Sioux,Sherman,ORANGE CITY LIBRARY C,112 ALBANY AVE SE,ORANGE CITY,51041,qDYdNel5,Tumsc7W2,0,0,0,0,0,0,0,0
1421,Sioux,Sioux Center Central,ALL SEASONS CENTER A,770 7TH ST NE,SIOUX CENTER,51250,pLlJ05LL,GwUyTZfO,0,0,0,0,0,0,0,0
1422,Sioux,Sioux Center South,SIOUX CENTER LIBRARY,102 S MAIN AVE,SIOUX CENTER,51250,2GKT0jRn,R8D81hjP,0,0,0,0,0,0,0,0
1423,Sioux,West Branch/Center North,IOWA STATE BANK B,105 ALBANY AVE SE,ORANGE CITY,51041,Pa8Nflt4,pPfOIY4y,0,0,0,0,0,0,0,0
1424,Story,Ames 1-1,MITCHELL ELEMENTARY SCHOOL - CAFETERIA,3521 JEWEL DR,AMES,50010,mf8rq3KQ,kkY8HUoL,0,0,0,0,0,0,0,0
1425,Story,Ames 1-2,HANSEN  AG CENTER - ATRIUM,2508 MORTENSEN RD,AMES,50014,m7atIBcO,YxZS9M6f,0,0,0,0,0,0,0,0
1426,Story,Ames 1-3 - Grant Twp 2,SCHEMAN BUILDING - RM. 171,1805 CENTER DR,AMES,50011,azjYET5j,kB8uKSRt,0,0,0,0,0,0,0,0
1427,Story,Ames 1-4,AMES CITY AUDITORIUM,520 6TH ST,AMES,50010,rAZnkzUK,cEX3ABBI,0,0,0,0,0,0,0,0
1428,Story,Ames 1-5,MEEKER ELEMENTARY SCHOOL - CAFETERIA,300 20TH ST,AMES,50010,0fNjX2eW,PZVWOSN2,0,0,0,0,0,0,0,0
1429,Story,Ames 2-1,ISU STEPHENS AUDITORIUM,1900 CENTER DR,AMES,50011,d0Bfy4ps,U641AMbE,0,0,0,0,0,0,0,0
1430,Story,Ames 2-2,AMES HIGH SCHOOL - AUDITORIUM,1921 AMES HIGH DR,AMES,50010,c8StC7me,AkqrxIKu,0,0,0,0,0,0,0,0
1431,Story,Ames 2-3,FELLOWS ELEMENTARY SCHOOL - GYM & COMMONS,1235 20TH ST,AMES,50010,9ZrkjKAb,dr415HLw,0,0,0,0,0,0,0,0
1432,Story,Ames 2-4,AMES HIGH SCHOOL - GYM #1,1921 AMES HIGH DR,AMES,50010,uSZoGVxg,tlX7ltNh,0,0,0,0,0,0,0,0
1433,Story,Ames 2-5,GILBERT HIGH SCHOOL - AUDITORIUM,312 GRETTEN ST,GILBERT,50105,AwQRyT1g,nxiJqirG,0,0,0,0,0,0,0,0
1434,Story,Ames 3-1,AMES MIDDLE SCHOOL - AUDITORIUM,3915 MORTENSEN RD,AMES,50014,yhjUWeby,5wBgokiW,0,0,0,0,0,0,0,0
1435,Story,Ames 3-2,AMES MIDDLE SCHOOL - GYM #1,3915 MORTENSEN RD,AMES,50014,ErKiLGcJ,QIH8Lg6e,0,0,0,0,0,0,0,0
1436,Story,Ames 3-3,AMES MIDDLE SCHOOL - CAFETERIA,3915 MORTENSEN RD,AMES,50014,LH5IBiga,6g4WBXmJ,0,0,0,0,0,0,0,0
1437,Story,Ames 3-4,EDWARDS ELEMENTARY SCHOOL - GYM & COMMON,820 MILLER AVE,AMES,50014,GwBoCUho,AStQWBof,0,0,0,0,0,0,0,0
1438,Story,Ames 3-5,SAWYER ELEMENTARY SCHOOL - CAFETERIA,4316 ONTARIO ST,AMES,50014,Q7KpA3Lx,Id6vL5Oe,0,0,0,0,0,0,0,0
1439,Story,Ames 4-1,ISU FISCHER THEATER,1805 CENTER DR,AMES,50011,Glpa8fjr,T48O4cHU,0,0,0,0,0,0,0,0
1440,Story,Ames 4-2,ISU SCHEMAN BUILDING - ROOM 240,1805 CENTER DR,AMES,50011,rMiyycEm,TByt1i99,0,0,0,0,0,0,0,0
1441,Story,Ames 4-3,ISU MEMORIAL UNION - SUN ROOM,2229 LINCOLN WAY,AMES,50014,pk40emTD,jex8EKZb,0,0,0,0,0,0,0,0
1442,Story,Ames 4-4,ISU MEMORIAL UNION - GREAT HALL,2229 LINCOLN WAY,AMES,50014,a9WkcF55,HthgC0YY,0,0,0,0,0,0,0,0
1443,Story,Ames 4-5,AMES HIGH SCHOOL - CAFETERIA,1921 AMES HIGH DR,AMES,50010,3IPN7Tyk,rlZSPuSH,0,0,0,0,0,0,0,0
1444,Story,Collins Twp-Collins,COLLINS AREA COMMUNITY CENTER,219 MAIN ST,COLLINS,50055,EuitTQ6o,tiBNgt5N,0,0,0,0,0,0,0,0
1445,Story,Franklin Twp-Gilbert,GILBERT MIDDLE SCHOOL - COMMONS,201 EAST MATHEWS DR,GILBERT,50105,rfg1Sv1b,342M82uV,0,0,0,0,0,0,0,0
1446,Story,Grant Township,"DMACC AMES CAMPUS, ROOM 116",1420 S BELL AVE,AMES,50010,a0Xr1GcK,uTLILZEJ,0,0,0,0,0,0,0,0
1447,Story,Howard Twp-Roland,ROLAND-STORY MIDDLE SCHOOL - CAFETERIA,206 S MAIN ST,ROLAND,50236,iubUKIax,MmHnWNHw,0,0,0,0,0,0,0,0
1448,Story,Huxley,HUXLEY SAFE ROOM,515 N MAIN AVE,HUXLEY,50124,r3giSbZD,OkLBnsdm,0,0,0,0,0,0,0,0
1449,Story,Indian Creek Twp-Maxwell,VFW/LEGION HALL,81 MAIN ST,MAXWELL,50161,0oDVQzjf,jbpRSEKa,0,0,0,0,0,0,0,0
1450,Story,Lafayette Township,ROLAND-STORY HIGH SCHOOL - LIBRARY,1009 STORY ST,STORY CITY,50248,uShgOuXm,F8T9MCGe,0,0,0,0,0,0,0,0
1451,Story,Lincoln Twp-Zearing,ZEARING PUBLIC LIBRARY,101 E MAIN ST,ZEARING,50278,54HCIWhP,i4aKmQFY,0,0,0,0,0,0,0,0
1452,Story,Milford Township,STORY COUNTY CONSERVATION CENTER,56461 180TH ST,AMES,50010,t2i91lep,S50AEULz,0,0,0,0,0,0,0,0
1453,Story,Nevada 1,NEVADA HIGH SCHOOL - CAFETERIA,1001 15TH ST,NEVADA,50201,CYOFgSNe,npDHFxXh,0,0,0,0,0,0,0,0
1454,Story,Nevada 2,NEVADA CENTRAL ELEMENTARY SCHOOL - CAFETERIA,925 H AVE,NEVADA,50201,q20U8Mi2,gmkFfoe2,0,0,0,0,0,0,0,0
1455,Story,Nevada 3-Grant Twp 3,ISU EXTENSION BLDG - CHRISTY HALL,220 H AVE,NEVADA,50201,Hlut1QyR,bTav2I7t,0,0,0,0,0,0,0,0
1456,Story,Nevada 4,GATES MEMORIAL HALL - AUDITORIUM,825 15TH ST,NEVADA,50201,FHrZhbAH,0yaBTtb3,0,0,0,0,0,0,0,0
1457,Story,Nevada Township,NEVADA MIDDLE SCHOOL - CAFETERIA,1035 15TH ST,NEVADA,50201,Ivg3brOu,mq2C3a1u,0,0,0,0,0,0,0,0
1458,Story,New Albany Twp-Colo,COLO-NESCO MIDDLE SCHOOL/HIGH SCHOOL - LUNCH ROOM,919 WEST ST,COLO,50056,jlXYiTRE,tzDU9CEi,0,0,0,0,0,0,0,0
1459,Story,Palestine Township,BALLARD HIGH SCHOOL - AUDITORIUM,701 BALLARD DR,HUXLEY,50124,PiK90m1q,FRJb419z,0,0,0,0,0,0,0,0
1460,Story,Richland Township,NEVADA HIGH SCHOOL - LIBRARY,1001 15TH ST,NEVADA,50201,Pm2JUzsb,meAILFM3,0,0,0,0,0,0,0,0
1461,Story,Sherman Township,COLO-NESCO MIDDLE SCHOOL/HIGH SCHOOL - ICN ROOM,919 WEST ST,COLO,50056,eNM2C2QX,Bg1LqSVg,0,0,0,0,0,0,0,0
1462,Story,Slater-Sheldahl-Pal 2,BALLARD WEST ELEMENTARY,105 E MAIN ST,SLATER,50244,s2pXLkkq,r5rCIfvL,0,0,0,0,0,0,0,0
1463,Story,Story City,ROLAND-STORY HIGH SCHOOL - AUDITORIUM,1009 STORY ST,STORY CITY,50248,JGmUK7mc,nzrnatf0,0,0,0,0,0,0,0,0
1464,Story,Union Twp-Cambridge,CAMBRIDGE COMMUNITY CENTER,225 WATER ST,CAMBRIDGE,50046,KLP2JsZB,Gesb6MqZ,0,0,0,0,0,0,0,0
1465,Story,Warren Twp-McCallsburg,COLO-NESCO DAYCARE CENTER,400 LATROBE AVE,MCCALLSBURG,50154,iSfQxunl,rj7HL1I3,0,0,0,0,0,0,0,0
1466,Story,Washington Twp-Kelley,AMES MIDDLE SCHOOL - MEDIA CENTER,3915 MORTENSEN RD,AMES,50014,wNIPhlAe,hp4cxYj0,0,0,0,0,0,0,0,0
1467,Tama,CARLTON,"CITY PARK COMMUNITY CENTER, SHELTER HOUSE ",600 3RD ST,GARWIN,50632,tkWODB57,Jh1uMpiS,0,0,0,0,0,0,0,0
1468,Tama,CARROLL/ONEIDA/N OTTER CR,CLUTIER AMERICAN LEGION,281 4TH ST,CLUTIER,52217,15szhpBl,8Vmuiu4n,0,0,0,0,0,0,0,0
1469,Tama,CLARK/GENESEO,DYSART COMMUNITY CENTER,418 MAIN ST ,DYSART,52224,K1n2yT3s,7z08KXow,0,0,0,0,0,0,0,0
1470,Tama,COLUMBIA/TAMA,"SOUTH TAMA ELEMENTARY SCHOOL, CAFETERIA",1611 COUNTRY CLUB DR,TAMA,52339,9YYrDO8j,GkFNnDBy,0,0,0,0,0,0,0,0
1471,Tama,GRANT,"AMVETS OF LINCOLN, IOWA POST #10, EVENTS HALL A",110 MAIN ST,LINCOLN,50652,wl1qqH0h,JIOEYwXy,0,0,0,0,0,0,0,0
1472,Tama,HIGHLAND/INDIAN VILLAGE,MONTOUR AREA COMMUNITY CLUB,102 E ELM ST,MONTOUR,50173,xLKLDUmS,5cSc3hIG,0,0,0,0,0,0,0,0
1473,Tama,HOWARD/TOLEDO,WIETING THEATRE A,101 SOUTH CHURCH ST,TOLEDO,52342,4Ds7omkK,CgEgrAh2,0,0,0,0,0,0,0,0
1474,Tama,INDIAN SETTLEMENT,MESKWAKI TRIBAL CENTER,349 MESKWAKI RD,TAMA,52339,P7lmzdjc,SP73Vve9,0,0,0,0,0,0,0,0
1475,Tama,LINCOLN,"AMVETS OF LINCOLN, IOWA POST #10, EVENTS HALL B",110 MAIN ST,LINCOLN,50652,wZJsSWzZ,H9HD4Kap,0,0,0,0,0,0,0,0
1476,Tama,PERRY/BUCKINGHAM/E CRYSTA,"NORTH TAMA HIGH SCHOOL, CAFETERIA",605 WALNUT ST,TRAER,50675,yGAJ6oOS,krT9pV11,0,0,0,0,0,0,0,0
1477,Tama,RICHLAND/SALT CREEK,CHELSEA COMMUNITY CENTER,201 DUDLEY ST,CHELSEA,52215,nKjpC6jd,ETH0vhEl,0,0,0,0,0,0,0,0
1478,Tama,S. OTTER CREEK,SOUTH TAMA ELEMENTARY SCHOOL ,1611 COUNTRY CLUB DR,TAMA,52339,22n5VKPd,6l2diRHV,0,0,0,0,0,0,0,0
1479,Tama,SPRING CREEK/W CRYSTAL,GLADBROOK MEMORIAL BUILDING,421 JOHNSTON ST,GLADBROOK,50635,BkiK5BOO,SEHXe81b,0,0,0,0,0,0,0,0
1480,Tama,TOLEDO CITY,WIETING THEATRE B,101 SOUTH CHURCH ST,TOLEDO,52342,iMvgdtvk,C5HvYvxx,0,0,0,0,0,0,0,0
1481,Tama,YORK,ELBERON COMMUNITY BUILDING,106 MAIN ST,ELBERON,52225,zs7pcvdl,RtdUNdv6,0,0,0,0,0,0,0,0
1482,Taylor,1-1 Blockton,BLOCKTON COMMUNITY CENTER,405 DIVISION ST,BLOCKTON,50836,vttunTeN,EEjIvtmg,0,0,0,0,0,0,0,0
1483,Taylor,2-1 Clearfield,LENOX COMMUNITY CENTER A,210 E DALLAS ST,LENOX,50851,uNkFZb8S,BzcRCnvV,0,0,0,0,0,0,0,0
1484,Taylor,3-1 Gravity,GRAVITY COMMUNITY BUILDING,304 MAIN ST,GRAVITY,50848,5LEwgmCg,AehNg3dK,0,0,0,0,0,0,0,0
1485,Taylor,4-1 New Market,NEW MARKET COMMUNITY CENTER,512 MAIN ST,NEW MARKET,51646,PrhHN8Kn,wfnFT87N,0,0,0,0,0,0,0,0
1486,Taylor,5-2 Lenox,LENOX COMMUNITY CENTER B,210 E DALLAS ST,LENOX,50851,uHaQayQP,kXtMFBlr,0,0,0,0,0,0,0,0
1487,Taylor,6-3 City of Bedford,"BEDFORD HIGH SCHOOL, COMMONS B",906 PENNSYLVANIA ST,BEDFORD,50833,kIImuoRD,ijKky2Cc,0,0,0,0,0,0,0,0
1488,Taylor,7-3 Legion,"BEDFORD HIGH SCHOOL, COMMONS A",906 PENNSYLVANIA ST,BEDFORD,50833,pQD7xR5f,udaV6zbU,0,0,0,0,0,0,0,0
1489,Union,Afton,EAST UNION SCHOOL- AUDITORIUM,1916 HIGH SCHOOL DR,AFTON,50830,kgWccEXI,Kvd9hwy3,0,0,0,0,0,0,0,0
1490,Union,Arispe,EAST UNION SCHOOL- COMMONS AREA ,1916 HIGH SCHOOL DR,AFTON,50830,pIPHqpRF,Fy4Qyiox,0,0,0,0,0,0,0,0
1491,Union,Creston 1,CRESTON HIGH SCHOOL- GYM A,601 TOWNLINE ST,CRESTON,50801,KMcwvEJz,hDcA6M5l,0,0,0,0,0,0,0,0
1492,Union,Creston 2 - SWCC,SOUTHWESTERN IOWA COMMUNITY COLLEGE- INSTRUCTIONAL CENTER RM 180,1501 W TOWNLINE ST,CRESTON,50801,gABOJpcY,CpppB4RU,0,0,0,0,0,0,0,0
1493,Union,Creston 3,CRESTON HIGH SCHOOL- AUDITORIUM,601 W TOWNLINE ST,CRESTON,50801,Gp7z5qcM,AEptI6Ur,0,0,0,0,0,0,0,0
1494,Union,Creston 4 - Supertel,CRESTON HIGH SCHOOL- GYM B,601 W TOWNLINE ST,CRESTON,50801,Ft3AXb5C,eQAaQdwP,0,0,0,0,0,0,0,0
1495,Union,Creston 5,CRESTON HIGH SCHOOL- COMMONS AREA ,601 W TOWNLINE ST,CRESTON,50801,EY8CZiHB,sCKXmGHw,0,0,0,0,0,0,0,0
1496,Union,Lorimor,EAST UNION SCHOOL- MUSIC ROOM,1916 HIGH SCHOOL DR,AFTON,50830,cVHajdqf,3Fg9vCfj,0,0,0,0,0,0,0,0
1497,Van Buren,Birmingham,BIRMINGHAM LIONS BUILDING,110 N CROSS ST,BIRMINGHAM,52535,Vjy7P3gj,swjCgRxZ,0,0,0,0,0,0,0,0
1498,Van Buren,Bonaparte,OPERA HOUSE COMMUNITY ROOM,103 MAIN ST,BONAPARTE,52620,ZI8anFji,F0S2KYZC,0,0,0,0,0,0,0,0
1499,Van Buren,Cantril,CANTRIL CITY HALL,104 W 3RD ST,CANTRIL,52542,dobVerol,cLGuHFZY,0,0,0,0,0,0,0,0
1500,Van Buren,Douds,"VAN BUREN COUNTY COURTHOUSE, COURT ROOM C",406 DODGE ST,KEOSAUQUA,52565,SUST8ss9,vlfa5Kg1,0,0,0,0,0,0,0,0
1501,Van Buren,Farmington,FARMINGTON CITY HALL,203 ELM ST,FARMINGTON,52626,c8jRSpJ4,h5fr1CYF,0,0,0,0,0,0,0,0
1502,Van Buren,Keosauqua,"VAN BUREN COUNTY COURTHOUSE, COURT ROOM A",406 DODGE ST,KEOSAUQUA,52565,FqQ0Dm7x,5feOF2RP,0,0,0,0,0,0,0,0
1503,Van Buren,Milton,MILTON CHRISTIAN CHURCH,301 E OAK ST,MILTON,52570,jk2YNw8j,axPbu3VV,0,0,0,0,0,0,0,0
1504,Van Buren,Stockport,"VAN BUREN COUNTY COURTHOUSE, COURT ROOM B",406 DODGE ST,KEOSAUQUA,52565,2HZA7W2H,KmLfsz18,0,0,0,0,0,0,0,0
1505,Wapello,Adams/Blakesburg/Polk,BLAKESBURG ELEMENTARY SCHOOL,407 WILSON ST,BLAKESBURG,52536,Mp5Rk4T9,L593ucgn,0,0,0,0,0,0,0,0
1506,Wapello,Agency/Agency/Pleasant,AGENCY COMMUNITY CENTER,150-100 HAZEL ST,AGENCY,52530,0hxOOtSm,mdeGdEK9,0,0,0,0,0,0,0,0
1507,Wapello,Cass/Chillicothe,EDDYVILLE/BLAKESBURG HIGH SCHOOL B,1301 BERDAN ST,EDDYVILLE,52553,wWhRYdZi,vDUXekyF,0,0,0,0,0,0,0,0
1508,Wapello,Center Twp,WAPELLO COUNTY COURTHOUSE,101 W 4TH ST,OTTUMWA,52501,K5PpW3IW,3gxoj4Qd,0,0,0,0,0,0,0,0
1509,Wapello,Columbia/Eddyville,EDDYVILLE/BLAKESBURG HIGH SCHOOL A,1301 BERDAN ST,EDDYVILLE,52553,W4klMxQL,MofaMo2j,0,0,0,0,0,0,0,0
1510,Wapello,Competine Twp,EISENHOWER ELEMENTARY SCHOOL A,2624 MARILYN RD,OTTUMWA,52501,RxHWOKNb,MVzXhrnu,0,0,0,0,0,0,0,0
1511,Wapello,Dahlonega Twp,"INDIAN HILLS COMMUNITY COLLEGE, RURAL HEALTH EDUCATION CENTER A",655 INDIAN HILLS DR,OTTUMWA,52501,DHrS8HX7,XJhoaBnn,0,0,0,0,0,0,0,0
1512,Wapello,Green Twp,"DOUMA ELEMENTARY, CAFETERIA",307 W MARY ST,OTTUMWA,52501,ZbxLkual,xYZkeHMq,0,0,0,0,0,0,0,0
1513,Wapello,Highland Twp,EISENHOWER ELEMENTARY SCHOOL B,2624 MARILYN RD,OTTUMWA,52501,plr2KeF9,czk9Ruq1,0,0,0,0,0,0,0,0
1514,Wapello,Keokuk Twp,UFCW LOCAL 230,1305 E MARY ST,OTTUMWA,52501,mPgQzlCm,1v3vjQJX,0,0,0,0,0,0,0,0
1515,Wapello,Ottumwa Pct 01,"WILSON ELEMENTARY SCHOOL, GYM",1102 E 4TH ST,OTTUMWA,52501,XhIbuQO8,4oFNJmOL,0,0,0,0,0,0,0,0
1516,Wapello,Ottumwa Pct 02,"HORACE MANN ELEMENTARY SCHOOL, GYM",1523 N COURT ST,OTTUMWA,52501,yHHQ6fZd,6JVs5pXh,0,0,0,0,0,0,0,0
1517,Wapello,Ottumwa Pct 03,GREAT PRAIRIE AEA,2814 N COURT,OTTUMWA,52501,Q0YhBN8b,LNd3UmnJ,0,0,0,0,0,0,0,0
1518,Wapello,Ottumwa Pct 04,"JAMES ELEMENTARY SCHOOL, GYM",1001 N BENTON ST,OTTUMWA,52501,f8KwJrw9,YjFJrAhL,0,0,0,0,0,0,0,0
1519,Wapello,Ottumwa Pct 05,"BRIDGE VIEW CENTER, STUDIO ROOM",102 CHURCH ST,OTTUMWA,52501,iNuLLQCm,RHX3AidC,0,0,0,0,0,0,0,0
1520,Wapello,Ottumwa Pct 06,UAW HALL,205 N JAMES ST,OTTUMWA,52501,FBUbIKIf,P26EqEj3,0,0,0,0,0,0,0,0
1521,Wapello,Ottumwa Pct 07,"DOUMA ELEMENTARY SCHOOL, GYM OR CAFETERIA",307 W MARY ST,OTTUMWA,52501,u5gUJ2da,eu9ARBSu,0,0,0,0,0,0,0,0
1522,Wapello,Ottumwa Pct 08,"LIBERTY ELEMENTARY SCHOOL, GYM",50 TRAXLER DR,OTTUMWA,52501,MvIH2hU1,JQ0vIUWl,0,0,0,0,0,0,0,0
1523,Wapello,Ottumwa Pct 09,"LIBERTY ELEMENTARY, CAFETERIA",50 TRAXLER DR,OTTUMWA,52501,VPpdxJ5i,TbhXT0cV,0,0,0,0,0,0,0,0
1524,Wapello,Ottumwa Pct 10,"EVANS MIDDLE SCHOOL, AUDITORIUM",812 CHESTER AVE,OTTUMWA,52501,ag0qxFsJ,jlBomfgg,0,0,0,0,0,0,0,0
1525,Wapello,Richland/Kirkville,"INDIAN HILLS COMMUNITY COLLEGE, RURAL HEALTH EDUCATION CENTER B",655 INDIAN HILLS DR,OTTUMWA,52501,bRht53UH,QNccBGrr,0,0,0,0,0,0,0,0
1526,Wapello,Washington/Eldon,"PUBLIC LIBRARY, ANNEX",608 W ELM ST,ELDON,52554,1JqMTMGl,1qOSuUWZ,0,0,0,0,0,0,0,0
1527,Warren,ALLEN 2,"CARLISLE ELEMENTARY SCHOOL, NORTH GYM",430 SCHOOL ST,CARLISLE,50047,wKqXLDGE,hKli3SOV,0,0,0,0,0,0,0,0
1528,Warren,ALLEN 3,"CARLISLE ELEMENTARY SCHOOL, SOUTH GYM",430 SCHOOL ST,CARLISLE,50047,OL2XXmL8,mjieqU9C,0,0,0,0,0,0,0,0
1529,Warren,BELMONT TWP,"MILO CITY HALL, FRONT HALL",113 MAIN ST,MILO,50166,TADl09Nh,117bQB97,0,0,0,0,0,0,0,0
1530,Warren,CUMMING/ WDM,"NORWALK HIGH SCHOOL, WARRIOR ZONE (USE THE MAIN DOORS)",1201 NORTH AVE,NORWALK,50211,xQw2lcba,jZmDqwWV,0,0,0,0,0,0,0,0
1531,Warren,GR1-DM86 CITY,NORTHERN WARREN FIRE STATION,2300 R62 HWY,NORWALK,50211,bAOsJp59,q67gCEWv,0,0,0,0,0,0,0,0
1532,Warren,GREENFIELD 1 TWP,SCOTCH RIDGE UNITED PRESBYTERIAN CHURCH,13015 SCOTCH RIDGE RD,CARLISLE,50047,9sxR9wMY,oQlvNn61,0,0,0,0,0,0,0,0
1533,Warren,GREENFIELD 1/ DM85, CROSS COMMUNITY CHURCH,8383 RIDGEVIEW DR,DES MOINES,50320,80AcTHXB,85tYtiAl,0,0,0,0,0,0,0,0
1534,Warren,GREENFIELD 2/ LINCOLN 2,"INDIANOLA HIGH SCHOOL, MEDIA CENTER",1304 E 1ST AVE,INDIANOLA,50125,FqCeR5Io,bGN7Ykd6,0,0,0,0,0,0,0,0
1535,Warren,INDIANOLA 1,"INDIANOLA HIGH SCHOOL, EAST/AUXILARY ROOM",1304 E 1ST AVE,INDIANOLA ,50125,iNQ9hBbU,WvbNqQSh,0,0,0,0,0,0,0,0
1536,Warren,INDIANOLA 2,SIMPSON COLLEGE HUBBELL HALL,701 N C ST,INDIANOLA,50125,Ivy8UpSx,Hgc79QML,0,0,0,0,0,0,0,0
1537,Warren,INDIANOLA 3,SIMPSON COLLEGE BLACK BOX THEATER,701 N C ST,INDIANOLA,50125,ji034uFe,SHDAWLIr,0,0,0,0,0,0,0,0
1538,Warren,INDIANOLA 4,INDIANOLA HIGH SCHOOL - AUDITORIUM,1304 E 1ST AVE,INDIANOLA,50125,XNjPI87F,ay5XmAqH,0,0,0,0,0,0,0,0
1539,Warren,INDIANOLA 5,"SIMPSON COLLEGE, PFEIFFER DINING HALL",630 N C ST,INDIANOLA,50125,Xb1nkl4F,Q1bKzjsF,0,0,0,0,0,0,0,0
1540,Warren,INDIANOLA 6,"WHITTIER ELEMENTARY SCHOOL, GYM (USE NORTH DOORS)",1306 W SALEM AVE ,INDIANOLA ,50125,L815A2Ul,sCeuRC1N,0,0,0,0,0,0,0,0
1541,Warren,INDIANOLA 7,"INDIANOLA HIGH SCHOOL, CAFETERIA",1304 E 1ST AVE,INDIANOLA,50125,5wPDB1Wj,3jaHK2Is,0,0,0,0,0,0,0,0
1542,Warren,JACKSON,"ST MARYS HIGH SCHOOL, LIBRARY",390 BURLINGTON AVE,MARTENSDALE,50160,Ni7K4toA,j8VkPeOV,0,0,0,0,0,0,0,0
